Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Durham Tweed 50 Skye (5 M),CA60756HUG-8CCFE,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Tweed 50  Skye  5,Price per SQM: £46.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Durham Tweed 50 Tiree (4 M),CA60756HUG-27257,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Tweed 50  Tiree 4,Price per SQM: £46.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Durham Tweed 50 Tiree (5 M),CA60756HUG-FF023,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Tweed 50  Tiree  5,Price per SQM: £46.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Durham Tweed 50 Unst (4 M),CA60756HUG-F81DB,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Tweed 50  Unst 4,Price per SQM: £46.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Durham Tweed 50 Unst (5 M),CA60756HUG-4356F,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Tweed 50  Unst  5,Price per SQM: £46.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Durham Twist Colours 40 Airforce Blue (4 M),CA57856HUG-9FC43,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40 Airforce Blue 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Airforce Blue (5 M),CA57856HUG-A3BEB,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40 Airforce Blue  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Alpine Meadow (4 M),CA57856HUG-09BB7,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Alpine Meadow 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Alpine Meadow (5 M),CA57856HUG-C6546,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Alpine Meadow  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Bordeaux (4 M),CA57856HUG-EE51B,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Bordeaux 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Bordeaux (5 M),CA57856HUG-8931F,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Bordeaux  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Chiltern Brick (4 M),CA57856HUG-095B5,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Chiltern Brick 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Chiltern Brick (5 M),CA57856HUG-ADAA4,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Chiltern Brick  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Elephant (4 M),CA57856HUG-BB050,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Elephant 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Elephant (5 M),CA57856HUG-88B2E,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Elephant  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Lava (4 M),CA57856HUG-49690,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Lava 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Lava (5 M),CA57856HUG-02BBB,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Lava  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Light Mauve (4 M),CA57856HUG-598C3,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Light Mauve 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Light Mauve (5 M),CA57856HUG-B4FE5,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Light Mauve  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Morning Sky (4 M),CA57856HUG-B8D1F,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Morning Sky 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Morning Sky (5 M),CA57856HUG-660DE,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Morning Sky  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Navy Blue (4 M),CA57856HUG-BD9AE,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Navy Blue 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Navy Blue (5 M),CA57856HUG-C6F62,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Navy Blue  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Old Gold (4 M),CA57856HUG-F04A6,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Old Gold 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Old Gold (5 M),CA57856HUG-340D0,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Old Gold  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Olive Garden (4 M),CA57856HUG-13492,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Olive Garden 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Olive Garden (5 M),CA57856HUG-F782B,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Olive Garden  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Peaceful Glade (4 M),CA57856HUG-584B6,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Peaceful Glade 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Peaceful Glade (5 M),CA57856HUG-6035A,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Peaceful Glade  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Pistachio (4 M),CA57856HUG-61E91,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Pistachio 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Pistachio (5 M),CA57856HUG-8110F,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Pistachio  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Polaris Blue (4 M),CA57856HUG-07B3F,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Polaris Blue 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Polaris Blue (5 M),CA57856HUG-A95AF,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Polaris Blue  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Scarlet Ribbon (4 M),CA57856HUG-88469,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Scarlet Ribbon 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Scarlet Ribbon (5 M),CA57856HUG-2FBF9,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Scarlet Ribbon  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Terracotta Pot (4 M),CA57856HUG-1A765,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Terracotta Pot 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 40 Terracotta Pot (5 M),CA57856HUG-E9623,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Colours 40  Terracotta Pot  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Airforce Blue (4 M),CA76746HUG-9FC43,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50 Airforce Blue 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Airforce Blue (5 M),CA76746HUG-A3BEB,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50 Airforce Blue  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Alpine Meadow (4 M),CA76746HUG-09BB7,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Alpine Meadow 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Alpine Meadow (5 M),CA76746HUG-C6546,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Alpine Meadow  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Bordeaux (4 M),CA76746HUG-EE51B,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Bordeaux 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Bordeaux (5 M),CA76746HUG-8931F,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Bordeaux  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Chiltern Brick (4 M),CA76746HUG-095B5,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Chiltern Brick 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Chiltern Brick (5 M),CA76746HUG-ADAA4,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Chiltern Brick  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Elephant (4 M),CA76746HUG-BB050,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Elephant 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Elephant (5 M),CA76746HUG-88B2E,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Elephant  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Lava (4 M),CA76746HUG-49690,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Lava 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Lava (5 M),CA76746HUG-02BBB,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Lava  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Light Mauve (4 M),CA76746HUG-598C3,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Light Mauve 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Light Mauve (5 M),CA76746HUG-B4FE5,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Light Mauve  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Morning Sky (4 M),CA76746HUG-B8D1F,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Morning Sky 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Morning Sky (5 M),CA76746HUG-660DE,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Morning Sky  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Navy Blue (4 M),CA76746HUG-BD9AE,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Navy Blue 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Navy Blue (5 M),CA76746HUG-C6F62,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Navy Blue  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Old Gold (4 M),CA76746HUG-F04A6,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Old Gold 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Old Gold (5 M),CA76746HUG-340D0,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Old Gold  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Olive Garden (4 M),CA76746HUG-13492,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Olive Garden 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Olive Garden (5 M),CA76746HUG-F782B,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Olive Garden  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Peaceful Glade (4 M),CA76746HUG-584B6,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Peaceful Glade 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Peaceful Glade (5 M),CA76746HUG-6035A,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Peaceful Glade  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Pistachio (4 M),CA76746HUG-61E91,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Pistachio 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Pistachio (5 M),CA76746HUG-8110F,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Pistachio  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Polaris Blue (4 M),CA76746HUG-07B3F,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Polaris Blue 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Polaris Blue (5 M),CA76746HUG-A95AF,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Polaris Blue  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Scarlet Ribbon (4 M),CA76746HUG-88469,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Scarlet Ribbon 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Scarlet Ribbon (5 M),CA76746HUG-2FBF9,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Scarlet Ribbon  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Terracotta Pot (4 M),CA76746HUG-1A765,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Terracotta Pot 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Colours 50 Terracotta Pot (5 M),CA76746HUG-E9623,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Colours 50  Terracotta Pot  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Ash Blonde (4 M),CA64104HUG-E6486,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40 Ash Blonde 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Ash Blonde (5 M),CA64104HUG-6F162,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40 Ash Blonde  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Beluga (4 M),CA64104HUG-37F0B,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Beluga 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Beluga (5 M),CA64104HUG-4F9A5,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Beluga  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Creamy Grey (4 M),CA64104HUG-00FCA,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Creamy Grey 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Creamy Grey (5 M),CA64104HUG-DB260,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Creamy Grey  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Glacial Storm (4 M),CA64104HUG-A5B58,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Glacial Storm 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Glacial Storm (5 M),CA64104HUG-80B37,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Glacial Storm  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Honister Slate (4 M),CA64104HUG-0ECDA,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Honister Slate 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Honister Slate (5 M),CA64104HUG-E2CBF,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Honister Slate  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
